hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,arrival_date,year_res_status_date,month_res_status_date,day_res_status_date,reservation_status_day
Resort Hotel,0,7,28,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,98.0,0,2,processed,2015-07-06,2015,7,8,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,6,29,2015-08-01
City Hotel,0,117,31,2,1,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,72.5,0,0,processed,2015-08-01,2015,8,4,2015-08-01
Resort Hotel,1,45,27,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,108.8,0,1,processed,2015-07-02,2015,5,19,2015-08-01
City Hotel,1,114,28,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-11,2015,5,11,2015-08-01
Resort Hotel,0,3,29,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,116.33,1,1,processed,2015-07-17,2015,7,20,2015-08-01
City Hotel,1,106,30,0,2,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,55.08,0,0,processed,2015-07-21,2015,5,25,2015-08-01
City Hotel,1,268,29,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient,82.0,0,0,processed,2015-07-12,2015,6,26,2015-08-01
City Hotel,1,25,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,22,2015-08-01
City Hotel,0,69,31,2,5,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,88.4,0,1,processed,2015-07-28,2015,8,4,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient-Party,101.5,0,0,processed,2015-07-17,2015,7,6,2015-08-01
Resort Hotel,0,11,28,2,6,3,1.0,0,BB,Direct,Direct,0,0,0,C,No Deposit,Transient,159.75,1,0,processed,2015-07-10,2015,7,18,2015-08-01
Resort Hotel,0,34,28,2,5,2,1.0,0,HB,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,125.54,0,3,processed,2015-07-10,2015,7,17,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
Resort Hotel,0,94,29,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,115.0,0,1,processed,2015-07-18,2015,7,25,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-30,2014,10,17,2015-08-01
City Hotel,1,279,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-23,2015,1,1,2015-08-01
City Hotel,1,136,29,1,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,60.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
Resort Hotel,1,7,29,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,127.25,0,1,processed,2015-07-17,2015,7,13,2015-08-01
Resort Hotel,1,38,30,2,4,1,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,110.53,0,0,processed,2015-07-19,2015,6,19,2015-08-01
Resort Hotel,0,394,28,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,89.68,0,0,processed,2015-07-08,2015,7,15,2015-08-01
City Hotel,1,147,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,75.0,0,0,processed,2015-07-21,2015,6,23,2015-08-01
Resort Hotel,0,53,30,2,5,3,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,190.4,0,1,processed,2015-07-24,2015,7,31,2015-08-01
City Hotel,1,147,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,75.0,0,0,processed,2015-07-21,2015,7,10,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,6,29,2015-08-01
Resort Hotel,0,68,27,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,0,3,processed,2015-07-01,2015,7,5,2015-08-01
City Hotel,1,2,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,7,30,2015-08-01
Resort Hotel,0,118,28,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,55.68,0,1,processed,2015-07-07,2015,7,14,2015-08-01
City Hotel,0,25,31,1,1,3,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,84.0,0,0,processed,2015-07-27,2015,7,29,2015-08-01
Resort Hotel,0,57,29,0,2,2,0.0,0,FB,Groups,Direct,0,0,0,A,No Deposit,Transient,107.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,1,81,27,3,7,2,0.0,0,HB,Direct,Direct,0,0,0,A,No Deposit,Transient,124.0,0,1,processed,2015-07-03,2015,6,9,2015-08-01
Resort Hotel,0,57,29,0,2,2,0.0,0,FB,Groups,Direct,0,0,0,A,No Deposit,Transient-Party,98.75,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,0,41,29,1,3,1,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,135.0,0,0,processed,2015-07-16,2015,7,20,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
Resort Hotel,0,1,29,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,80.1,0,0,processed,2015-07-12,2015,7,13,2015-08-01
Resort Hotel,1,149,31,4,12,2,2.0,0,BB,Online TA,TA/TO,0,1,0,G,No Deposit,Transient,237.0,0,2,processed,2015-07-29,2015,4,16,2015-08-01
Resort Hotel,0,106,29,2,3,2,1.0,1,BB,Direct,Direct,0,0,0,C,No Deposit,Transient,126.0,0,2,processed,2015-07-18,2015,7,23,2015-08-01
Resort Hotel,1,182,27,2,6,2,0.0,0,HB,Online TA,TA/TO,0,2,0,A,No Deposit,Transient,112.0,0,1,processed,2015-07-04,2015,5,29,2015-08-01
City Hotel,0,20,30,0,2,3,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,84.0,0,0,processed,2015-07-22,2015,7,24,2015-08-01
City Hotel,0,257,27,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,80.0,0,0,processed,2015-07-01,2015,7,3,2015-08-01
Resort Hotel,1,235,28,2,2,2,0.0,0,HB,Online TA,TA/TO,0,1,0,D,No Deposit,Transient,129.0,0,1,processed,2015-07-11,2015,6,15,2015-08-01
City Hotel,1,22,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,2,2015-08-01
Resort Hotel,1,58,29,0,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,147.0,0,0,processed,2015-07-16,2015,6,19,2015-08-01
City Hotel,0,271,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,6,29,2015-08-01
Resort Hotel,1,96,29,2,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.67,0,1,processed,2015-07-14,2015,4,11,2015-08-01
Resort Hotel,1,166,29,0,2,2,0.0,0,FB,Groups,TA/TO,0,24,0,A,Non Refund,Transient,121.5,0,0,processed,2015-07-15,2015,4,28,2015-08-01
Resort Hotel,0,53,30,2,5,2,1.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,168.7,0,1,processed,2015-07-24,2015,7,31,2015-08-01
Resort Hotel,0,90,29,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,93.6,0,1,processed,2015-07-16,2015,7,23,2015-08-01
City Hotel,1,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,6,16,2015-08-01
City Hotel,1,117,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,7,28,2015-08-01
Resort Hotel,0,54,29,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,88.2,1,1,processed,2015-07-13,2015,7,16,2015-08-01
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,1,208,31,0,1,2,0.0,0,BB,Online TA,TA/TO,0,1,0,B,No Deposit,Transient-Party,76.5,0,0,processed,2015-07-28,2015,7,24,2015-08-01
Resort Hotel,1,64,31,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,137.8,0,0,processed,2015-07-30,2015,6,8,2015-08-01
Resort Hotel,0,167,31,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.6,1,1,processed,2015-07-27,2015,8,2,2015-08-01
Resort Hotel,1,77,31,4,6,2,1.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,174.7,0,3,processed,2015-08-01,2015,7,22,2015-08-01
Resort Hotel,0,128,28,2,2,2,0.0,0,HB,Direct,Direct,0,0,0,A,No Deposit,Transient,108.9,1,0,processed,2015-07-05,2015,7,9,2015-08-01
City Hotel,1,258,27,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-02,2015,1,1,2015-08-01
Resort Hotel,0,96,28,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,107.0,0,1,processed,2015-07-08,2015,7,15,2015-08-01
City Hotel,1,267,28,2,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-11,2015,1,1,2015-08-01
City Hotel,0,271,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,0,68,29,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,130.0,0,0,processed,2015-07-16,2015,7,23,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
Resort Hotel,0,7,30,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,153.0,0,2,processed,2015-07-23,2015,7,27,2015-08-01
Resort Hotel,0,286,31,2,2,1,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,57.6,0,0,processed,2015-07-31,2015,8,4,2015-08-01
Resort Hotel,0,98,29,0,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,159.0,1,2,processed,2015-07-16,2015,7,19,2015-08-01
City Hotel,0,138,30,0,1,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,57.0,0,0,processed,2015-07-25,2015,7,26,2015-08-01
Resort Hotel,0,30,27,0,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,79.5,0,0,processed,2015-07-04,2015,7,5,2015-08-01
Resort Hotel,1,17,28,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,105.08,0,0,processed,2015-07-09,2015,6,23,2015-08-01
Resort Hotel,0,70,28,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,99.5,1,2,processed,2015-07-11,2015,7,17,2015-08-01
Resort Hotel,0,31,31,0,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,0.0,0,0,processed,2015-07-27,2015,7,27,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
Resort Hotel,0,0,30,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Group,98.0,1,0,processed,2015-07-19,2015,7,20,2015-08-01
City Hotel,1,265,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-09,2015,1,1,2015-08-01
City Hotel,1,147,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,75.0,0,0,processed,2015-07-21,2015,7,10,2015-08-01
Resort Hotel,0,6,29,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,128.27,0,0,processed,2015-07-17,2015,7,20,2015-08-01
City Hotel,1,274,29,2,2,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-18,2015,7,6,2015-08-01
Resort Hotel,0,68,28,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,107.0,0,1,processed,2015-07-08,2015,7,11,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,1,117,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,7,28,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Contract,62.0,0,0,processed,2015-07-27,2015,1,1,2015-08-01
City Hotel,0,85,31,0,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-30,2015,8,2,2015-08-01
Resort Hotel,1,183,28,2,5,1,0.0,0,HB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient-Party,79.2,0,2,processed,2015-07-06,2015,6,30,2015-08-01
City Hotel,1,137,28,2,1,2,0.0,0,HB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,86.0,0,0,processed,2015-07-11,2015,6,29,2015-08-01
City Hotel,1,96,28,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-11,2015,6,23,2015-08-01
Resort Hotel,1,57,27,0,3,1,0.0,0,BB,Direct,Direct,1,1,3,A,No Deposit,Transient,63.0,0,0,processed,2015-07-02,2015,6,14,2015-08-01
City Hotel,1,27,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
Resort Hotel,0,18,30,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,154.0,0,0,processed,2015-07-24,2015,7,26,2015-08-01
City Hotel,1,136,29,1,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,60.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
Resort Hotel,1,10,31,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,F,No Deposit,Transient-Party,202.0,0,0,processed,2015-08-01,2015,7,29,2015-08-01
City Hotel,1,136,29,1,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,60.0,0,0,processed,2015-07-17,2015,5,29,2015-08-01
City Hotel,1,19,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,22,2015-08-01
Resort Hotel,0,1,28,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,131.0,1,1,processed,2015-07-08,2015,7,12,2015-08-01
City Hotel,1,77,28,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-07,2015,7,7,2015-08-01
City Hotel,1,274,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,6,2015-08-01
Resort Hotel,0,39,28,2,8,2,0.0,0,HB,Direct,Direct,0,0,1,E,No Deposit,Transient,107.1,1,2,processed,2015-07-07,2015,7,17,2015-08-01
Resort Hotel,0,10,28,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,131.0,0,0,processed,2015-07-10,2015,7,11,2015-08-01
City Hotel,1,283,31,1,1,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,60.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
City Hotel,1,114,28,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-11,2015,5,11,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,1,147,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,75.0,0,0,processed,2015-07-21,2015,7,10,2015-08-01
City Hotel,0,264,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-08,2015,7,10,2015-08-01
Resort Hotel,1,166,29,0,2,2,0.0,0,FB,Groups,TA/TO,0,24,0,A,Non Refund,Transient,121.5,0,0,processed,2015-07-15,2015,4,28,2015-08-01
Resort Hotel,0,72,31,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,0,2,processed,2015-07-29,2015,7,31,2015-08-01
Resort Hotel,0,0,30,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,E,No Deposit,Transient,153.0,1,0,processed,2015-07-22,2015,7,23,2015-08-01
Resort Hotel,0,29,31,0,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,0,1,processed,2015-07-28,2015,8,1,2015-08-01
City Hotel,0,16,30,2,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,86.0,0,0,processed,2015-07-25,2015,7,28,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
Resort Hotel,0,48,31,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,101.65,0,1,processed,2015-07-31,2015,8,3,2015-08-01
Resort Hotel,0,78,31,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,134.0,0,2,processed,2015-07-26,2015,7,31,2015-08-01
Resort Hotel,0,1,31,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,211.0,0,2,processed,2015-08-01,2015,8,2,2015-08-01
City Hotel,1,279,30,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-23,2014,10,17,2015-08-01
Resort Hotel,0,53,30,2,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,H,No Deposit,Transient,221.43,0,0,processed,2015-07-25,2015,8,1,2015-08-01
Resort Hotel,0,108,29,3,7,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,182.8,1,2,processed,2015-07-17,2015,7,27,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,1,279,30,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-23,2014,10,17,2015-08-01
City Hotel,0,0,29,0,0,2,0.0,0,SC,Offline TA/TO,TA/TO,1,0,0,A,No Deposit,Transient,0.0,0,0,processed,2015-07-16,2015,7,16,2015-08-01
Resort Hotel,0,102,27,2,5,2,0.0,1,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,73.8,0,2,processed,2015-07-04,2015,7,11,2015-08-01
Resort Hotel,0,0,29,1,1,4,0.0,0,BB,Direct,Direct,0,0,0,L,No Deposit,Transient,150.0,0,0,processed,2015-07-13,2015,7,15,2015-08-01
Resort Hotel,0,0,30,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,88.55,0,0,processed,2015-07-25,2015,8,1,2015-08-01
City Hotel,1,262,28,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-06,2015,1,1,2015-08-01
City Hotel,0,181,27,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-01,2015,7,6,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,2,2015-08-01
Resort Hotel,1,12,29,2,3,2,0.0,0,BB,Direct,Direct,0,0,0,E,No Deposit,Transient,139.0,0,0,processed,2015-07-16,2015,7,7,2015-08-01
Resort Hotel,0,102,27,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,96.3,0,1,processed,2015-07-04,2015,7,11,2015-08-01
Resort Hotel,0,115,28,1,4,2,2.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,167.0,0,0,processed,2015-07-06,2015,7,11,2015-08-01
Resort Hotel,0,50,30,2,6,2,1.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Contract,134.75,1,1,processed,2015-07-23,2015,7,31,2015-08-01
Resort Hotel,0,149,27,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,55.68,0,0,processed,2015-07-01,2015,7,8,2015-08-01
Resort Hotel,0,34,30,2,5,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,116.85,0,0,processed,2015-07-19,2015,7,26,2015-08-01
City Hotel,1,75,28,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-06,2015,6,20,2015-08-01
City Hotel,0,43,27,0,2,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,86.0,0,0,processed,2015-07-03,2015,7,5,2015-08-01
Resort Hotel,1,70,31,2,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,115.5,0,0,processed,2015-07-28,2015,5,22,2015-08-01
Resort Hotel,0,49,31,1,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,103.18,0,1,processed,2015-07-28,2015,8,3,2015-08-01
City Hotel,1,63,28,2,5,2,0.0,0,BB,Direct,Direct,0,0,0,B,No Deposit,Transient-Party,45.0,0,1,processed,2015-07-07,2015,7,7,2015-08-01
City Hotel,1,60,29,1,0,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-13,2015,7,13,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-16,2014,10,17,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,155,31,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,110.5,0,1,processed,2015-07-30,2015,8,6,2015-08-01
Resort Hotel,0,44,29,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,115.0,0,0,processed,2015-07-18,2015,7,25,2015-08-01
Resort Hotel,1,144,27,0,2,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,123.0,0,1,processed,2015-07-03,2015,6,30,2015-08-01
City Hotel,1,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,18,2015-08-01
City Hotel,0,271,29,0,2,3,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,84.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
City Hotel,1,60,29,1,0,1,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,67.15,0,0,processed,2015-07-13,2015,7,13,2015-08-01
City Hotel,0,3,28,2,1,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,72.5,0,0,processed,2015-07-11,2015,7,14,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-30,2014,10,17,2015-08-01
Resort Hotel,0,28,29,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,98.02,0,1,processed,2015-07-18,2015,7,23,2015-08-01
City Hotel,0,126,31,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,76.5,0,1,processed,2015-07-27,2015,7,30,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,6,29,2015-08-01
Resort Hotel,1,101,31,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,164.0,0,2,processed,2015-07-27,2015,5,13,2015-08-01
Resort Hotel,0,35,29,2,4,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,109.3,0,1,processed,2015-07-16,2015,7,22,2015-08-01
Resort Hotel,0,24,29,2,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,164.0,0,0,processed,2015-07-17,2015,7,23,2015-08-01
